general|2024|sheridan|17|2|17-2|PRESIDENT AND VICE-PRESIDENT|1|REP TRUMP/VANCE|302
general|2024|sheridan|17|2|17-2|PRESIDENT AND VICE-PRESIDENT|1|DEM HARRIS/WALZ|72
general|2024|sheridan|17|2|17-2|PRESIDENT AND VICE-PRESIDENT|1|LIB OLIVER/TER MAAT|6
general|2024|sheridan|17|2|17-2|PRESIDENT AND VICE-PRESIDENT|1|Write-In Totals|2
general|2024|sheridan|17|2|17-2|UNITED STATES SENATOR|1|REP JOHN BARRASSO|315
general|2024|sheridan|17|2|17-2|UNITED STATES SENATOR|1|DEM SCOTT D MORROW|60
general|2024|sheridan|17|2|17-2|UNITED STATES SENATOR|1|Write-In Totals|2
general|2024|sheridan|17|2|17-2|UNITED STATES REPRESENTATIVE|1|REP HARRIET HAGEMAN|292
general|2024|sheridan|17|2|17-2|UNITED STATES REPRESENTATIVE|1|DEM KYLE G. CAMERON|55
general|2024|sheridan|17|2|17-2|UNITED STATES REPRESENTATIVE|1|CST JEFFREY HAGGIT|13
general|2024|sheridan|17|2|17-2|UNITED STATES REPRESENTATIVE|1|LIB RICHARD BRUBAKER|11
general|2024|sheridan|17|2|17-2|UNITED STATES REPRESENTATIVE|1|Write-In Totals|2
general|2024|sheridan|17|2|17-2|STATE REP HOUSE DIST #51|1|REP LAURIE BRATTEN|318
general|2024|sheridan|17|2|17-2|STATE REP HOUSE DIST #51|1|Write-In Totals|10
general|2024|sheridan|17|2|17-2|COUNTY COMMISSIONERS 4YR|2|REP LONNIE J. WRIGHT|252
general|2024|sheridan|17|2|17-2|COUNTY COMMISSIONERS 4YR|2|REP MICHAEL R. ARZY|232
general|2024|sheridan|17|2|17-2|COUNTY COMMISSIONERS 4YR|2|DEM SYDNEE ALYSTER|59
general|2024|sheridan|17|2|17-2|COUNTY COMMISSIONERS 4YR|2|Write-In Totals|4
general|2024|sheridan|17|2|17-2|COUNTY COMMISSIONERS 2YR|1|REP HOLLY JENNINGS|293
