general|2024|sheridan|10|1|10-1|PRESIDENT AND VICE-PRESIDENT|1|REP TRUMP/VANCE|132
general|2024|sheridan|10|1|10-1|PRESIDENT AND VICE-PRESIDENT|1|DEM HARRIS/WALZ|12
general|2024|sheridan|10|1|10-1|PRESIDENT AND VICE-PRESIDENT|1|LIB OLIVER/TER MAAT|0
general|2024|sheridan|10|1|10-1|PRESIDENT AND VICE-PRESIDENT|1|Write-In Totals|3
general|2024|sheridan|10|1|10-1|UNITED STATES SENATOR|1|REP JOHN BARRASSO|135
general|2024|sheridan|10|1|10-1|UNITED STATES SENATOR|1|DEM SCOTT D MORROW|11
general|2024|sheridan|10|1|10-1|UNITED STATES SENATOR|1|Write-In Totals|0
general|2024|sheridan|10|1|10-1|UNITED STATES REPRESENTATIVE|1|REP HARRIET HAGEMAN|128
general|2024|sheridan|10|1|10-1|UNITED STATES REPRESENTATIVE|1|DEM KYLE G. CAMERON|12
general|2024|sheridan|10|1|10-1|UNITED STATES REPRESENTATIVE|1|LIB RICHARD BRUBAKER|2
general|2024|sheridan|10|1|10-1|UNITED STATES REPRESENTATIVE|1|CST JEFFREY HAGGIT|2
general|2024|sheridan|10|1|10-1|UNITED STATES REPRESENTATIVE|1|Write-In Totals|0
general|2024|sheridan|10|1|10-1|STATE SENATOR SENATE DIST #22|1|REP BARRY CRAGO|131
general|2024|sheridan|10|1|10-1|STATE SENATOR SENATE DIST #22|1|Write-In Totals|3
general|2024|sheridan|10|1|10-1|STATE REP HOUSE DIST #40|1|REP MARILYN CONNOLY|125
general|2024|sheridan|10|1|10-1|STATE REP HOUSE DIST #40|1|Write-In Totals|5
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 4YR|2|REP MICHAEL R. ARZY|111
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 4YR|2|REP LONNIE J. WRIGHT|101
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 4YR|2|DEM SYDNEE ALYSTER|13
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 4YR|2|Write-In Totals|5
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 2YR|1|REP HOLLY JENNINGS|128
general|2024|sheridan|10|1|10-1|COUNTY COMMISSIONERS 2YR|1|Write-In Totals|1
general|2024|sheridan|10|1|10-1|RETAIN JUSTICE JOHN G. FENN|1|YES|103
general|2024|sheridan|10|1|10-1|RETAIN JUSTICE JOHN G. FENN|1|NO|26
general|2024|sheridan|10|1|10-1|RETAIN JUSTICE KATE M. FOX|1|YES|108
general|2024|sheridan|10|1|10-1|RETAIN JUSTICE KATE M. FOX|1|NO|19
general|2024|sheridan|10|1|10-1|RETAIN JUDGE A DARCI A.V. PHILLIPS|1|YES|111
general|2024|sheridan|10|1|10-1|RETAIN JUDGE A DARCI A.V. PHILLIPS|1|NO|17
general|2024|sheridan|10|1|10-1|RETAIN JUDGE B BENJAMIN KIRVEN|1|YES|114
general|2024|sheridan|10|1|10-1|RETAIN JUDGE B BENJAMIN KIRVEN|1|NO|17
general|2024|sheridan|10|1|10-1|SHERIDAN CO SCH DIST NO. III AT-LARGE TRUSTEES|3|KELLY LITTLE|120
general|2024|sheridan|10|1|10-1|SHERIDAN CO SCH DIST NO. III AT-LARGE TRUSTEES|3|DEBORAH GUYER|79
general|2024|sheridan|10|1|10-1|SHERIDAN CO SCH DIST NO. III AT-LARGE TRUSTEES|3|DUSTY HACKETT|51
general|2024|sheridan|10|1|10-1|SHERIDAN CO SCH DIST NO. III AT-LARGE TRUSTEES|3|GEORGINA HACKETT|40
general|2024|sheridan|10|1|10-1|SHERIDAN CO SCH DIST NO. III AT-LARGE TRUSTEES|3|Write-In Totals|38
general|2024|sheridan|10|1|10-1|NORTHERN WY COMM COLL DIST AT-LARGE TRUSTEES|4|TRACY SWANSON|93
general|2024|sheridan|10|1|10-1|NORTHERN WY COMM COLL DIST AT-LARGE TRUSTEES|4|TOM RINGLEY|88
general|2024|sheridan|10|1|10-1|NORTHERN WY COMM COLL DIST AT-LARGE TRUSTEES|4|BOB LEIBRICH|75
general|2024|sheridan|10|1|10-1|NORTHERN WY COMM COLL DIST AT-LARGE TRUSTEES|4|GARY REYNOLDS|71
general|2024|sheridan|10|1|10-1|NORTHERN WY COMM COLL DIST AT-LARGE TRUSTEES|4|Write-In Totals|2
general|2024|sheridan|10|1|10-1|SHERIDAN CO CONSERV DIST SUP RURAL|1|BRIAN CHERNI|62
general|2024|sheridan|10|1|10-1|SHERIDAN CO CONSERV DIST SUP RURAL|1|STEPHANIE MASTERS|54
general|2024|sheridan|10|1|10-1|SHERIDAN CO CONSERV DIST SUP RURAL|1|Write-In Totals|0
general|2024|sheridan|10|1|10-1|SHERIDAN CO CONSERV DIST SUP AT-LARGE TRUSTEES|1|JESSICA M WESTERN|114
general|2024|sheridan|10|1|10-1|SHERIDAN CO CONSERV DIST SUP AT-LARGE TRUSTEES|1|Write-In Totals|0
general|2024|sheridan|10|1|10-1|CONSTITUTIONAL AMENDMENT A|1|AGAINST|75
general|2024|sheridan|10|1|10-1|CONSTITUTIONAL AMENDMENT A|1|FOR|62
general|2024|sheridan|10|1|10-1|BALLOT PROPOSITION NO. I|1|capital facilities sales and use tax|90
general|2024|sheridan|10|1|10-1|BALLOT PROPOSITION NO. I|1|purpose capital facilities sales and use|49
