primary|2024|sheridan|2|1|2-1|REP UNITED STATES SENATOR|1|JOHN BARRASSO|132
primary|2024|sheridan|2|1|2-1|REP UNITED STATES SENATOR|1|REID RASNER|46
primary|2024|sheridan|2|1|2-1|REP UNITED STATES SENATOR|1|JOHN HOLTZ|17
primary|2024|sheridan|2|1|2-1|REP UNITED STATES SENATOR|1|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|REP UNITED STATES REPRESENTATIVE|1|HARRIET HAGEMAN|152
primary|2024|sheridan|2|1|2-1|REP UNITED STATES REPRESENTATIVE|1|STEVEN R. HELLING|42
primary|2024|sheridan|2|1|2-1|REP UNITED STATES REPRESENTATIVE|1|Write-In Totals|7
primary|2024|sheridan|2|1|2-1|REP STATE REPRESENTATIVE HOUSE DIST 29|1|KEN PENDERGRAFT|165
primary|2024|sheridan|2|1|2-1|REP STATE REPRESENTATIVE HOUSE DIST 29|1|Write-In Totals|6
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|MICHAEL R. ARZY|116
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|LYNN CUSTIS|79
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|LONNIE J. WRIGHT|78
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|HARLEY SHUCK|40
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|NICHOLAS GEORGE|22
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|NOLL ROBERTS|12
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 4 YR|2|Write-In Totals|4
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 2 YR|1|HOLLY JENNINGS|106
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 2 YR|1|JOHN HEYNEMAN|95
primary|2024|sheridan|2|1|2-1|REP COUNTY COMMISSIONERS 2 YR|1|Write-In Totals|0
primary|2024|sheridan|2|1|2-1|REP PRECINCT COMMITTEEMAN 2-1|1|DAVID DEBOLT|165
primary|2024|sheridan|2|1|2-1|REP PRECINCT COMMITTEEMAN 2-1|1|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|REP PRECINCT COMMITTEEWOMAN 2-1|1|MIKKAYLA DEBOLT|164
primary|2024|sheridan|2|1|2-1|REP PRECINCT COMMITTEEWOMAN 2-1|1|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|DEM UNITED STATES SENATOR|1|SCOTT D MORROW|27
primary|2024|sheridan|2|1|2-1|DEM UNITED STATES SENATOR|1|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|DEM UNITED STATES REPRESENTATIVE|1|KYLE G. CAMERON|26
primary|2024|sheridan|2|1|2-1|DEM UNITED STATES REPRESENTATIVE|1|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|DEM STATE REPRESENTATIVE HOUSE DIST 29|1|Write-In Totals|4
primary|2024|sheridan|2|1|2-1|DEM COUNTY COMMISSIONERS 4 YR|2|SYDNEE ALYSTER|28
primary|2024|sheridan|2|1|2-1|DEM COUNTY COMMISSIONERS 4 YR|2|Write-In Totals|1
primary|2024|sheridan|2|1|2-1|DEM COUNTY COMMISSIONERS 2 YR|1|Write-In Totals|2
primary|2024|sheridan|2|1|2-1|DEM PRECINCT COMMITTEEMAN 2-1|1|Write-In Totals|3
primary|2024|sheridan|2|1|2-1|DEM PRECINCT COMMITTEEWOMAN 2-1|1|Write-In Totals|4
primary|2024|sheridan|2|1|2-1|COUNCIL MEMBERS CITY OF SHERIDAN|3|STEVEN BRANTZ|139
primary|2024|sheridan|2|1|2-1|COUNCIL MEMBERS CITY OF SHERIDAN|3|JACK WOOD|133
primary|2024|sheridan|2|1|2-1|COUNCIL MEMBERS CITY OF SHERIDAN|3|BEV LEICHTNAM|127
primary|2024|sheridan|2|1|2-1|COUNCIL MEMBERS CITY OF SHERIDAN|3|SCOTT VAN DORSTEN|102
primary|2024|sheridan|2|1|2-1|COUNCIL MEMBERS CITY OF SHERIDAN|3|Write-In Totals|8
primary|2024|sheridan|2|1|2-1|MAYOR CITY OF SHERIDAN|1|RICHARD BRIDGER|151
primary|2024|sheridan|2|1|2-1|MAYOR CITY OF SHERIDAN|1|MATTHEW HAMILTON|72
primary|2024|sheridan|2|1|2-1|MAYOR CITY OF SHERIDAN|1|Write-In Totals|6
