primary|2024|sheridan|19|1|19-1|REP UNITED STATES SENATOR|1|JOHN BARRASSO|107
primary|2024|sheridan|19|1|19-1|REP UNITED STATES SENATOR|1|REID RASNER|29
primary|2024|sheridan|19|1|19-1|REP UNITED STATES SENATOR|1|JOHN HOLTZ|15
primary|2024|sheridan|19|1|19-1|REP UNITED STATES SENATOR|1|Write-In Totals|1
primary|2024|sheridan|19|1|19-1|REP UNITED STATES REPRESENTATIVE|1|HARRIET HAGEMAN|116
primary|2024|sheridan|19|1|19-1|REP UNITED STATES REPRESENTATIVE|1|STEVEN R. HELLING|27
primary|2024|sheridan|19|1|19-1|REP UNITED STATES REPRESENTATIVE|1|Write-In Totals|4
primary|2024|sheridan|19|1|19-1|REP STATE SENATOR SENATE DIST 22|1|BARRY CRAGO|76
primary|2024|sheridan|19|1|19-1|REP STATE SENATOR SENATE DIST 22|1|MARK JENNINGS|76
primary|2024|sheridan|19|1|19-1|REP STATE SENATOR SENATE DIST 22|1|Write-In Totals|1
primary|2024|sheridan|19|1|19-1|REP STATE REPRESENTATIVE HOUSE DIST 30|1|TOM KELLY|96
primary|2024|sheridan|19|1|19-1|REP STATE REPRESENTATIVE HOUSE DIST 30|1|GAIL SYMONS|52
primary|2024|sheridan|19|1|19-1|REP STATE REPRESENTATIVE HOUSE DIST 30|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|MICHAEL R. ARZY|89
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|LONNIE J. WRIGHT|84
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|LYNN CUSTIS|42
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|HARLEY SHUCK|11
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|NICHOLAS GEORGE|5
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|NOLL ROBERTS|5
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 4 YR|2|Write-In Totals|1
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 2 YR|1|JOHN HEYNEMAN|73
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 2 YR|1|HOLLY JENNINGS|72
primary|2024|sheridan|19|1|19-1|REP COUNTY COMMISSIONERS 2 YR|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEMAN 19-1|1|STEVE COX|104
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEMAN 19-1|1|HAZEN DICKERSON|28
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEMAN 19-1|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEWOMAN 19-1|1|JULIE GERLACH|97
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEWOMAN 19-1|1|GINA DICKERSON|29
primary|2024|sheridan|19|1|19-1|REP PRECINCT COMMITTEEWOMAN 19-1|1|Write-In Totals|1
primary|2024|sheridan|19|1|19-1|DEM UNITED STATES SENATOR|1|SCOTT D MORROW|6
primary|2024|sheridan|19|1|19-1|DEM UNITED STATES SENATOR|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM UNITED STATES REPRESENTATIVE|1|KYLE G. CAMERON|5
primary|2024|sheridan|19|1|19-1|DEM UNITED STATES REPRESENTATIVE|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM STATE SENATOR SENATE DIST 22|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM STATE REPRESENTATIVE HOUSE DIST 30|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM COUNTY COMMISSIONERS 4 YR|2|SYDNEE ALYSTER|5
primary|2024|sheridan|19|1|19-1|DEM COUNTY COMMISSIONERS 4 YR|2|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM COUNTY COMMISSIONERS 2 YR|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM PRECINCT COMMITTEEMAN 19-1|1|Write-In Totals|0
primary|2024|sheridan|19|1|19-1|DEM PRECINCT COMMITTEEWOMAN 19-1|1|Write-In Totals|0
